case_id,requested_amount,submission_channel,product_type,product_complexity_index,completeness_flag,exception_flag,rework_indicator,stage1_processing_time,sla_breach_flag,risk_flag,customer_segment,recent_exception_rate,resource_workload,era,month_index,approval_verification_outcome,final_transaction_outcome
Application_1000751,33574.02,web,consumer,3,0,0,0,31.84,0,1,affluent,0.042,10,1,9,returned-for-rework,O_Refused
Application_1000587,7903.6,web,consumer,3,1,1,0,21.8,0,1,mass-affluent,0.077,24,1,7,escalated,A_Cancelled
Application_1000781,12888.15,web,consumer,1,0,1,1,37.93,1,1,mass-affluent,0.222,16,1,19,returned-for-rework,O_Accepted
Application_1000673,9756.19,web,mortgage,3,0,1,0,34.18,0,1,mass-affluent,0.331,9,1,17,returned-for-rework,O_Accepted
Application_1000120,5986.23,web,consumer,3,1,0,1,17.89,0,0,mass-affluent,0.179,13,1,10,validated,O_Accepted
Application_1000054,2762.13,branch,consumer,1,1,1,0,10.8,0,0,mass-market,0.105,8,1,7,escalated,O_Accepted
Application_1000152,7808.34,web,consumer,3,1,0,0,21.88,0,0,mass-affluent,0.115,10,1,8,validated,O_Accepted
Application_1000404,8660.07,branch,consumer,2,0,1,0,26.46,0,0,mass-affluent,0.174,1,1,15,returned-for-rework,O_Accepted
Application_1000946,15154.24,branch,consumer,3,1,0,0,26.73,0,1,mass-affluent,0.01,12,1,16,validated,A_Cancelled
Application_1000208,12894.55,web,consumer,1,1,0,0,9.68,0,0,mass-affluent,0.154,9,1,16,validated,O_Accepted
Application_1000659,35608.18,web,consumer,1,0,0,0,26.84,0,1,affluent,0.241,7,1,16,returned-for-rework,A_Cancelled
Application_1000844,39329.78,web,consumer,1,0,0,0,117.91,1,1,affluent,0.265,20,1,10,returned-for-rework,O_Cancelled
Application_1000763,37314.37,branch,consumer,1,0,1,0,47.15,1,1,affluent,0.062,15,1,11,returned-for-rework,A_Cancelled
Application_1000009,18107.77,branch,consumer,2,1,0,0,15.3,0,0,mass-affluent,0.073,9,0,2,validated,O_Accepted
Application_1000808,12000.31,web,consumer,1,0,0,0,50.46,1,1,mass-affluent,0.226,17,0,3,returned-for-rework,A_Cancelled
Application_1000037,6006.77,web,consumer,2,1,0,0,17.87,0,0,mass-affluent,0.141,8,0,3,validated,A_Pending
Application_1000453,34775.74,web,consumer,1,1,1,0,25.27,0,0,affluent,0.116,16,1,7,escalated,A_Pending
Application_1000652,15301.23,web,consumer,3,1,0,0,24.14,0,1,mass-affluent,0.224,11,1,15,validated,A_Denied
Application_1000254,26454.8,partner,mortgage,4,1,0,0,27.45,0,0,affluent,0.139,8,1,18,validated,O_Accepted
Application_1000304,6658.56,partner,mortgage,5,1,1,1,24.76,0,0,mass-affluent,0.21,15,0,1,escalated,O_Accepted
Application_1000747,11633.32,branch,consumer,3,1,0,0,34.3,0,1,mass-affluent,0.239,13,0,6,validated,O_Cancelled
Application_1000572,26179.17,web,consumer,2,0,1,0,24.35,0,1,affluent,0.098,14,0,4,returned-for-rework,A_Denied
Application_1000624,40506.6,partner,consumer,2,0,1,0,95.89,1,1,affluent,0.041,11,0,4,returned-for-rework,A_Denied
Application_1000733,40094.59,partner,consumer,3,1,0,0,32.81,0,1,affluent,0.166,18,1,9,validated,O_Cancelled
Application_1000892,4423.52,branch,consumer,2,1,0,0,31.26,0,1,mass-market,0.31,9,1,19,validated,O_Refused
Application_1000263,13434.7,web,consumer,3,1,0,1,15.27,0,0,mass-affluent,0.134,5,0,5,validated,O_Accepted
Application_1000611,4981.4,web,mortgage,3,1,1,0,72.29,1,1,mass-market,0.191,10,0,5,escalated,O_Accepted
Application_1000298,13895.22,branch,consumer,3,1,0,0,23.41,0,0,mass-affluent,0.214,8,1,15,validated,O_Accepted
Application_1000415,32893.13,web,consumer,2,1,0,1,45.72,1,0,affluent,0.035,14,1,10,validated,O_Accepted
Application_1000151,5227.83,web,consumer,3,1,0,0,20.71,0,0,mass-affluent,0.116,13,1,8,validated,O_Accepted
Application_1000789,46138.24,partner,consumer,2,1,0,0,12.0,0,1,affluent,0.166,6,1,17,validated,A_Cancelled
Application_1000641,15201.6,web,mortgage,4,1,0,0,46.44,1,1,mass-affluent,0.297,11,1,12,validated,O_Cancelled
Application_1000890,7382.42,web,consumer,2,0,1,1,40.7,1,1,mass-affluent,0.293,19,1,9,returned-for-rework,A_Cancelled
Application_1000551,8960.6,partner,consumer,1,0,1,1,45.05,1,1,mass-affluent,0.094,9,1,8,returned-for-rework,A_Denied
Application_1000887,22048.32,partner,mortgage,4,0,0,2,91.09,1,1,affluent,0.065,10,0,5,returned-for-rework,O_Cancelled
Application_1000489,58939.05,branch,consumer,1,1,0,0,20.24,0,0,high-net-worth,0.07,16,1,13,validated,A_Pending
Application_1000148,41067.01,branch,consumer,1,1,0,1,21.44,0,0,affluent,0.027,12,0,6,validated,O_Accepted
Application_1000147,27414.68,branch,mortgage,4,1,0,0,26.31,0,0,affluent,0.192,7,0,3,validated,O_Accepted
Application_1000721,57343.65,web,consumer,1,0,1,1,42.41,1,1,high-net-worth,0.135,8,1,16,returned-for-rework,A_Cancelled
Application_1000932,9463.4,web,mortgage,4,1,1,0,22.95,0,1,mass-affluent,0.259,10,1,7,escalated,O_Cancelled
Application_1000740,35774.43,web,consumer,1,1,0,0,24.97,0,1,affluent,0.257,10,1,18,validated,O_Refused
Application_1000660,3697.22,web,consumer,1,1,0,1,20.16,0,1,mass-market,0.2,14,1,8,validated,A_Cancelled
Application_1000349,8314.22,web,consumer,3,1,1,1,59.7,1,0,mass-affluent,0.0,10,1,18,escalated,O_Accepted
Application_1000464,53774.34,web,consumer,2,1,0,0,26.8,0,0,high-net-worth,0.121,13,1,13,validated,O_Accepted
Application_1000326,8611.69,partner,consumer,3,1,0,0,15.8,0,0,mass-affluent,0.143,6,1,15,validated,O_Refused
Application_1000187,6767.36,web,consumer,3,1,1,1,118.43,1,0,mass-affluent,0.147,6,1,17,escalated,O_Refused
Application_1000124,3851.08,branch,consumer,1,1,0,1,30.13,0,0,mass-market,0.127,8,0,1,validated,O_Accepted
Application_1000854,4916.2,web,consumer,1,1,1,1,32.64,0,1,mass-market,0.146,10,1,8,escalated,O_Refused
Application_1000609,7524.08,web,consumer,3,0,0,0,38.76,1,1,mass-affluent,0.294,7,0,3,returned-for-rework,A_Cancelled
Application_1000144,22190.03,branch,consumer,2,0,1,0,36.15,1,0,affluent,0.174,2,1,16,returned-for-rework,O_Accepted
Application_1000959,11791.89,branch,consumer,1,0,1,0,176.17,1,1,mass-affluent,0.294,15,0,5,returned-for-rework,O_Refused
Application_1000198,12570.75,web,consumer,1,1,0,0,29.49,0,0,mass-affluent,0.206,6,0,6,validated,A_Pending
Application_1000610,15516.62,branch,consumer,1,1,0,0,28.65,0,1,mass-affluent,0.131,18,1,14,validated,O_Refused
Application_1000280,10146.29,web,SME,2,0,0,2,63.86,1,0,mass-affluent,0.23,3,1,10,returned-for-rework,O_Accepted
Application_1000294,7767.16,partner,consumer,1,1,1,1,27.94,0,0,mass-affluent,0.144,10,0,4,escalated,O_Accepted
Application_1000401,55903.16,branch,mortgage,4,1,1,0,22.53,0,0,high-net-worth,0.111,11,0,4,escalated,A_Pending
Application_1000123,4938.25,web,consumer,2,0,0,0,36.98,1,0,mass-market,0.066,16,0,3,returned-for-rework,A_Pending
Application_1000184,7286.96,web,consumer,1,1,0,0,12.78,0,0,mass-affluent,0.103,12,1,10,validated,O_Accepted
Application_1000203,11974.14,web,consumer,2,1,0,0,20.6,0,0,mass-affluent,0.125,12,1,9,validated,O_Accepted
Application_1000439,4034.64,web,consumer,2,1,0,0,10.69,0,0,mass-market,0.131,13,1,11,validated,O_Accepted
Application_1000247,6518.34,web,consumer,2,1,0,0,11.01,0,0,mass-affluent,0.097,14,1,11,validated,O_Accepted
Application_1000416,22045.78,partner,consumer,2,1,0,0,19.55,0,0,affluent,0.187,5,1,15,validated,O_Accepted
Application_1000933,8623.6,web,consumer,1,1,1,0,9.89,0,1,mass-affluent,0.162,8,1,11,escalated,A_Denied
Application_1000766,3688.53,web,consumer,1,1,0,2,27.44,0,1,mass-market,0.303,17,1,9,validated,A_Cancelled
Application_1000907,19976.27,branch,consumer,1,0,1,0,37.65,1,1,mass-affluent,0.188,16,1,8,returned-for-rework,A_Denied
Application_1000836,6597.13,branch,consumer,2,1,0,0,19.74,0,1,mass-affluent,0.31,6,1,16,validated,O_Refused
Application_1000888,19234.16,web,mortgage,4,0,1,0,29.83,0,1,mass-affluent,0.083,12,1,17,returned-for-rework,O_Refused
Application_1000130,9642.76,web,consumer,3,1,0,0,15.94,0,0,mass-affluent,0.047,3,0,2,validated,O_Accepted
Application_1000638,16330.37,web,mortgage,4,1,0,1,26.16,0,1,mass-affluent,0.082,11,1,16,validated,O_Refused
Application_1000403,15794.41,branch,consumer,1,1,0,0,27.08,0,0,mass-affluent,0.055,13,1,9,validated,O_Accepted
Application_1000785,10211.04,partner,consumer,3,1,0,0,22.86,0,1,mass-affluent,0.26,15,0,1,validated,O_Cancelled
Application_1000771,7266.94,web,mortgage,3,0,1,1,34.46,0,1,mass-affluent,0.228,10,1,13,returned-for-rework,O_Cancelled
Application_1000736,41500.65,web,consumer,3,1,0,1,29.96,0,1,affluent,0.077,5,0,4,validated,O_Refused
Application_1000914,5023.23,partner,consumer,2,1,0,1,16.22,0,1,mass-affluent,0.146,10,0,4,validated,O_Accepted
Application_1000220,13977.62,web,consumer,3,1,1,0,18.04,0,0,mass-affluent,0.065,22,1,13,escalated,O_Accepted
Application_1000642,22910.52,partner,consumer,3,1,0,0,19.92,0,1,affluent,0.149,13,1,9,validated,O_Cancelled
Application_1000916,18421.85,partner,consumer,2,0,0,0,156.02,1,1,mass-affluent,0.199,7,1,18,returned-for-rework,A_Denied
Application_1000753,23810.16,web,mortgage,3,0,1,1,29.85,0,1,affluent,0.084,13,1,11,returned-for-rework,O_Refused
Application_1000807,33571.87,branch,mortgage,5,0,0,0,39.51,1,1,affluent,0.226,12,1,8,returned-for-rework,A_Cancelled
Application_1000920,23129.39,web,consumer,2,1,0,1,27.04,0,1,affluent,0.352,9,1,19,validated,A_Denied
Application_1000625,18763.12,web,mortgage,3,1,0,0,17.62,0,1,mass-affluent,0.125,10,1,17,validated,O_Cancelled
Application_1000875,18258.31,web,SME,2,0,0,0,42.34,1,1,mass-affluent,0.253,23,1,11,returned-for-rework,A_Denied
Application_1000761,6454.33,branch,mortgage,3,1,1,0,18.7,0,1,mass-affluent,0.119,11,1,14,escalated,O_Cancelled
Application_1000387,17915.84,partner,consumer,3,1,1,0,19.4,0,0,mass-affluent,0.184,15,1,7,escalated,O_Accepted
Application_1000973,13384.91,branch,consumer,1,0,1,0,54.73,1,1,mass-affluent,0.298,20,0,5,returned-for-rework,O_Refused
Application_1000510,4176.82,branch,SME,3,1,0,0,19.07,0,1,mass-market,0.182,9,1,15,validated,O_Cancelled
Application_1000268,11315.38,web,consumer,3,1,0,0,18.73,0,0,mass-affluent,0.195,13,0,3,validated,O_Accepted
Application_1000820,8909.07,partner,consumer,3,1,0,1,20.88,0,1,mass-affluent,0.153,14,1,19,validated,A_Cancelled
Application_1000442,9499.73,branch,consumer,1,1,0,1,30.88,0,0,mass-affluent,0.164,19,1,18,validated,O_Accepted
Application_1000497,9126.84,branch,consumer,3,1,0,0,16.18,0,0,mass-affluent,0.026,5,0,6,validated,O_Accepted
Application_1000113,3876.41,branch,consumer,2,1,0,0,23.03,0,0,mass-market,0.132,13,0,2,validated,O_Accepted
Application_1000692,18852.57,web,mortgage,3,0,1,0,31.66,0,1,mass-affluent,0.047,18,1,14,returned-for-rework,O_Refused
Application_1000233,19936.38,web,consumer,3,1,0,0,34.76,0,0,mass-affluent,0.049,12,1,15,validated,O_Accepted
Application_1000870,14531.71,branch,consumer,2,1,0,3,29.66,0,1,mass-affluent,0.208,5,1,15,validated,A_Cancelled
Application_1000608,4159.08,partner,consumer,1,1,0,0,26.25,0,1,mass-market,0.312,6,1,13,validated,O_Accepted
Application_1000672,11690.76,web,consumer,1,1,0,0,54.2,1,1,mass-affluent,0.217,16,1,19,validated,O_Cancelled
Application_1000374,9788.69,branch,consumer,3,1,0,0,28.32,0,0,mass-affluent,0.141,5,1,11,validated,O_Accepted
Application_1000982,13376.07,partner,consumer,3,1,0,0,31.42,0,1,mass-affluent,0.333,17,1,10,validated,O_Refused
Application_1000843,6293.77,web,consumer,2,1,0,1,29.65,0,1,mass-affluent,0.322,17,1,18,validated,A_Cancelled
Application_1000234,15376.49,web,consumer,2,1,0,0,24.03,0,0,mass-affluent,0.206,9,1,9,validated,O_Accepted
Application_1000786,18739.43,partner,mortgage,4,1,1,0,22.56,0,1,mass-affluent,0.244,10,0,6,escalated,O_Refused
Application_1000677,36769.37,web,consumer,3,1,1,1,34.69,0,1,affluent,0.178,20,1,8,escalated,A_Cancelled
Application_1000318,53965.48,web,consumer,2,1,0,1,19.62,0,0,high-net-worth,0.147,9,0,6,validated,O_Accepted
Application_1000649,21605.93,branch,consumer,1,1,0,0,33.94,0,1,affluent,0.035,9,1,14,validated,A_Denied
Application_1000411,10649.35,web,consumer,3,0,0,0,27.81,0,0,mass-affluent,0.122,8,1,10,returned-for-rework,O_Refused
Application_1000899,18114.88,web,mortgage,3,1,0,0,15.2,0,1,mass-affluent,0.242,6,0,2,validated,O_Cancelled
Application_1000710,7616.71,web,mortgage,3,1,0,0,28.23,0,1,mass-affluent,0.168,11,0,2,validated,A_Denied
Application_1000359,41352.15,web,mortgage,4,1,1,0,19.67,0,0,affluent,0.153,15,1,12,escalated,A_Pending
Application_1000259,14578.28,web,consumer,3,1,0,0,10.95,0,0,mass-affluent,0.053,11,1,17,validated,O_Accepted
Application_1000745,17838.16,web,mortgage,3,1,1,0,42.24,1,1,mass-affluent,0.254,16,1,16,escalated,A_Cancelled
Application_1000628,5418.6,branch,SME,4,1,1,0,23.1,0,1,mass-affluent,0.18,17,1,18,escalated,O_Refused
Application_1000633,17761.34,branch,consumer,2,0,0,0,37.59,1,1,mass-affluent,0.155,16,1,17,returned-for-rework,O_Refused
Application_1000283,18019.99,partner,consumer,2,1,0,0,27.76,0,0,mass-affluent,0.103,10,0,5,validated,O_Accepted
Application_1000377,14351.61,branch,consumer,2,1,0,0,24.91,0,0,mass-affluent,0.16,6,1,18,validated,O_Accepted
Application_1000385,9912.87,partner,consumer,2,1,0,1,20.45,0,0,mass-affluent,0.183,5,1,18,validated,O_Accepted
Application_1000225,24557.51,branch,consumer,2,1,0,0,20.64,0,0,affluent,0.147,13,0,5,validated,O_Accepted
Application_1000954,16852.85,partner,mortgage,4,1,0,1,42.57,1,1,mass-affluent,0.161,9,1,8,validated,A_Cancelled
Application_1000815,4822.56,partner,consumer,2,1,0,1,21.95,0,1,mass-market,0.339,10,0,6,validated,A_Denied
Application_1000473,9564.44,web,mortgage,5,1,0,0,28.38,0,0,mass-affluent,0.189,5,1,13,validated,A_Pending
Application_1000348,16489.85,branch,SME,4,1,0,0,43.12,1,0,mass-affluent,0.04,17,1,18,validated,A_Pending
Application_1000506,6597.08,web,consumer,2,1,0,1,22.82,0,1,mass-affluent,0.277,15,1,17,validated,A_Denied
Application_1000640,35199.03,branch,consumer,2,0,0,0,31.44,0,1,affluent,0.102,13,1,14,returned-for-rework,O_Refused
Application_1000988,5860.05,web,consumer,2,1,0,1,17.09,0,1,mass-affluent,0.224,15,1,19,validated,O_Accepted
Application_1000929,64155.65,partner,consumer,3,0,0,0,34.36,0,1,high-net-worth,0.284,6,1,9,returned-for-rework,A_Cancelled
Application_1000906,29001.78,web,consumer,2,0,1,1,34.42,0,1,affluent,0.113,12,1,12,returned-for-rework,A_Denied
Application_1000620,7501.15,web,mortgage,3,1,0,1,22.21,0,1,mass-affluent,0.176,17,1,11,validated,A_Denied
Application_1000856,2725.42,branch,consumer,2,1,0,0,21.27,0,1,mass-market,0.217,11,1,12,validated,O_Cancelled
Application_1000804,22274.1,branch,SME,3,0,1,0,35.84,0,1,affluent,0.221,11,1,18,returned-for-rework,A_Cancelled
Application_1000646,6498.08,web,consumer,1,0,0,0,32.82,0,1,mass-affluent,0.074,14,0,2,returned-for-rework,A_Cancelled
Application_1000847,7452.51,branch,consumer,3,0,1,0,42.98,1,1,mass-affluent,0.243,11,1,7,returned-for-rework,A_Cancelled
Application_1000557,7957.56,web,consumer,3,1,0,1,18.97,0,1,mass-affluent,0.217,6,1,7,validated,A_Cancelled
Application_1000958,35110.98,branch,consumer,2,1,0,0,23.89,0,1,affluent,0.25,14,1,18,validated,A_Cancelled
Application_1000578,17849.59,web,mortgage,4,0,0,0,33.24,0,1,mass-affluent,0.162,12,0,6,returned-for-rework,A_Denied
Application_1000796,44386.03,partner,consumer,1,0,1,0,27.27,0,1,affluent,0.129,8,0,6,returned-for-rework,A_Cancelled
Application_1000086,37842.15,branch,mortgage,3,1,0,0,23.18,0,0,affluent,0.049,12,0,3,validated,O_Accepted
Application_1000243,19587.89,branch,consumer,1,1,0,0,21.62,0,0,mass-affluent,0.114,20,1,11,validated,A_Pending
Application_1000699,7229.39,branch,consumer,3,1,0,0,41.73,1,1,mass-affluent,0.279,16,1,13,validated,O_Refused
Application_1000160,20755.84,web,mortgage,3,0,0,0,33.02,0,0,affluent,0.102,9,1,12,returned-for-rework,A_Pending
Application_1000525,50068.07,web,consumer,2,1,1,0,13.16,0,1,high-net-worth,0.0,10,1,14,escalated,A_Cancelled
Application_1000036,6110.91,web,consumer,1,1,0,0,62.49,1,0,mass-affluent,0.149,9,1,12,validated,O_Accepted
Application_1000541,40348.2,branch,mortgage,3,0,0,1,39.64,1,1,affluent,0.182,17,1,13,returned-for-rework,O_Refused
Application_1000171,40456.42,branch,consumer,3,1,0,0,28.92,0,0,affluent,0.147,18,1,8,validated,O_Accepted
Application_1000655,17913.58,web,SME,2,0,1,2,72.23,1,1,mass-affluent,0.123,8,1,10,returned-for-rework,O_Cancelled
Application_1000891,29364.37,partner,consumer,3,0,1,1,35.56,0,1,affluent,0.203,9,1,10,returned-for-rework,O_Refused
Application_1000858,31462.93,partner,consumer,1,1,0,1,28.43,0,1,affluent,0.206,16,1,16,validated,A_Cancelled
Application_1000848,17581.39,branch,mortgage,5,1,0,0,33.67,0,1,mass-affluent,0.215,8,1,9,validated,O_Cancelled
Application_1000945,8162.17,web,consumer,2,1,0,0,12.32,0,1,mass-affluent,0.196,11,1,11,validated,A_Denied
Application_1000734,1985.83,web,consumer,2,0,0,0,75.2,1,1,mass-market,0.184,12,1,8,returned-for-rework,A_Denied
Application_1000096,9212.5,branch,consumer,3,1,0,0,23.83,0,0,mass-affluent,0.223,12,1,15,validated,O_Accepted
Application_1000564,5083.88,branch,mortgage,3,0,1,1,38.76,1,1,mass-affluent,0.217,10,1,18,returned-for-rework,A_Denied
Application_1000241,32404.17,branch,mortgage,5,0,1,0,90.99,1,0,affluent,0.133,7,0,5,returned-for-rework,O_Accepted
Application_1000743,5762.77,partner,consumer,3,1,0,1,41.38,1,1,mass-affluent,0.14,23,1,8,validated,A_Cancelled
Application_1000575,17401.0,web,consumer,2,1,0,0,16.52,0,1,mass-affluent,0.166,15,1,17,validated,A_Cancelled
Application_1000691,20898.11,web,consumer,3,1,0,2,32.38,0,1,affluent,0.217,8,1,14,validated,A_Denied
Application_1000461,13806.34,branch,SME,2,1,0,0,38.07,1,0,mass-affluent,0.155,9,1,15,validated,A_Pending
Application_1000554,13752.23,branch,consumer,1,0,1,1,57.91,1,1,mass-affluent,0.09,16,1,8,returned-for-rework,A_Denied
Application_1000889,5196.88,branch,consumer,2,1,0,0,19.75,0,1,mass-affluent,0.097,11,1,15,validated,A_Denied
Application_1000207,14793.47,web,consumer,3,1,0,0,29.27,0,0,mass-affluent,0.108,9,1,18,validated,O_Refused
Application_1000393,14142.95,branch,mortgage,4,1,0,1,29.36,0,0,mass-affluent,0.099,9,1,16,validated,O_Accepted
Application_1000795,20631.17,web,consumer,1,1,1,0,17.78,0,1,affluent,0.091,16,1,13,escalated,A_Denied
Application_1000398,19913.25,partner,consumer,2,1,0,0,19.04,0,0,mass-affluent,0.067,10,1,8,validated,O_Accepted
Application_1000767,16992.4,web,consumer,3,1,0,0,23.8,0,1,mass-affluent,0.114,12,1,19,validated,O_Refused
Application_1000849,17777.54,partner,consumer,3,1,0,1,28.26,0,1,mass-affluent,0.152,6,1,9,validated,O_Cancelled
Application_1000218,28774.5,web,consumer,2,1,0,1,17.89,0,0,affluent,0.163,9,1,18,validated,O_Accepted
Application_1000005,7287.52,branch,consumer,3,1,0,0,20.27,0,0,mass-affluent,0.102,8,1,14,validated,O_Accepted
Application_1000769,35109.04,web,consumer,3,0,1,0,32.23,0,1,affluent,0.323,11,0,2,returned-for-rework,A_Denied
Application_1000643,7775.18,web,mortgage,3,1,1,0,16.2,0,1,mass-affluent,0.261,5,1,19,escalated,A_Denied
Application_1000930,7455.58,web,consumer,3,1,0,1,19.92,0,1,mass-affluent,0.036,19,0,5,validated,O_Cancelled
Application_1000613,7777.68,branch,mortgage,3,0,0,0,49.15,1,1,mass-affluent,0.272,8,1,14,returned-for-rework,O_Refused
Application_1000739,10820.82,branch,consumer,2,1,1,0,40.37,1,1,mass-affluent,0.12,16,1,13,escalated,O_Accepted
Application_1000547,25243.98,branch,consumer,3,1,0,0,65.29,1,1,affluent,0.214,25,0,6,validated,A_Denied
Application_1000726,10077.12,web,consumer,3,1,0,0,20.99,0,1,mass-affluent,0.0,10,0,5,validated,O_Refused
Application_1000684,12606.96,branch,SME,2,1,0,0,40.49,1,1,mass-affluent,0.166,16,1,13,validated,A_Denied
Application_1000099,13937.35,web,mortgage,5,1,0,1,25.65,0,0,mass-affluent,0.117,11,1,11,validated,O_Accepted
Application_1000805,15223.32,partner,consumer,3,1,1,0,37.68,1,1,mass-affluent,0.154,15,1,10,escalated,O_Refused
Application_1000728,9039.32,web,consumer,3,0,0,0,26.13,0,1,mass-affluent,0.119,13,1,11,returned-for-rework,O_Refused
Application_1000574,7909.89,web,mortgage,3,1,1,0,12.79,0,1,mass-affluent,0.198,9,1,8,escalated,O_Cancelled
Application_1000407,6479.87,partner,SME,4,1,0,0,20.86,0,0,mass-affluent,0.111,10,0,1,validated,O_Accepted
Application_1000503,11323.25,web,consumer,1,1,0,0,16.13,0,1,mass-affluent,0.17,10,0,2,validated,A_Denied
Application_1000048,36894.77,branch,mortgage,4,1,0,0,26.79,0,0,affluent,0.053,6,1,7,validated,O_Accepted
Application_1000033,7174.63,web,consumer,1,1,0,0,54.27,1,0,mass-affluent,0.136,15,1,16,validated,O_Accepted
Application_1000780,16059.18,web,mortgage,3,1,0,0,30.84,0,1,mass-affluent,0.215,10,1,12,validated,A_Cancelled
Application_1000840,29121.9,branch,consumer,3,1,0,0,73.81,1,1,affluent,0.182,11,0,1,validated,O_Accepted
Application_1000201,8281.97,branch,mortgage,3,1,0,0,21.09,0,0,mass-affluent,0.186,9,0,1,validated,O_Accepted
Application_1000135,7751.77,web,consumer,2,1,0,0,15.76,0,0,mass-affluent,0.266,16,1,7,validated,O_Accepted
Application_1000028,6367.9,partner,consumer,1,1,0,0,10.58,0,0,mass-affluent,0.121,6,0,5,validated,O_Accepted
Application_1000881,11287.85,web,mortgage,5,1,0,0,28.87,0,1,mass-affluent,0.181,10,1,13,validated,O_Accepted
Application_1000231,28063.61,web,consumer,1,0,0,1,113.0,1,0,affluent,0.248,12,0,2,returned-for-rework,O_Accepted
Application_1000490,19116.88,web,mortgage,4,1,1,0,12.83,0,0,mass-affluent,0.107,9,1,10,escalated,O_Accepted
Application_1000773,15893.79,web,consumer,2,1,0,0,18.27,0,1,mass-affluent,0.215,4,0,4,validated,A_Denied
Application_1000379,11102.29,branch,SME,2,1,0,0,66.08,1,0,mass-affluent,0.172,3,1,13,validated,O_Accepted
Application_1000289,25521.83,web,mortgage,3,1,1,0,30.17,0,0,affluent,0.148,13,1,12,escalated,O_Accepted
Application_1000419,12111.94,web,SME,2,1,0,0,29.18,0,0,mass-affluent,0.184,12,1,12,validated,O_Accepted
Application_1000675,8931.57,web,mortgage,3,1,0,0,33.63,0,1,mass-affluent,0.06,10,0,6,validated,A_Cancelled
Application_1000392,20127.46,branch,consumer,1,1,0,0,16.99,0,0,affluent,0.116,9,1,8,validated,O_Accepted
Application_1000593,10958.54,partner,consumer,2,1,0,0,19.29,0,1,mass-affluent,0.195,17,0,6,validated,A_Cancelled
Application_1000499,26413.17,web,consumer,1,1,0,0,15.75,0,0,affluent,0.217,15,1,8,validated,O_Accepted
Application_1000139,15049.86,branch,consumer,3,1,0,0,36.68,1,0,mass-affluent,0.013,13,1,19,validated,A_Pending
Application_1000063,8914.85,branch,consumer,2,1,0,0,16.95,0,0,mass-affluent,0.055,9,1,12,validated,O_Accepted
Application_1000472,8525.84,web,mortgage,5,1,0,0,16.18,0,0,mass-affluent,0.006,7,1,8,validated,O_Accepted
Application_1000648,11402.24,branch,consumer,1,1,0,1,42.41,1,1,mass-affluent,0.049,12,1,7,validated,A_Cancelled
Application_1000129,31567.85,web,consumer,2,1,1,0,12.89,0,0,affluent,0.113,7,1,11,escalated,O_Refused
Application_1000977,19660.34,branch,consumer,2,1,0,0,22.18,0,1,mass-affluent,0.243,13,1,9,validated,A_Cancelled
Application_1000521,4465.48,web,consumer,3,1,1,0,33.55,0,1,mass-market,0.185,9,0,6,escalated,A_Cancelled
Application_1000839,9709.55,web,consumer,1,1,0,0,22.78,0,1,mass-affluent,0.234,13,1,11,validated,A_Cancelled
Application_1000963,14588.04,partner,consumer,2,1,0,0,17.1,0,1,mass-affluent,0.154,9,1,10,validated,A_Cancelled
Application_1000065,36287.9,branch,mortgage,4,1,0,1,78.3,1,0,affluent,0.062,16,0,1,validated,A_Pending
Application_1000813,5432.49,partner,consumer,2,0,1,1,36.87,1,1,mass-affluent,0.223,17,1,15,returned-for-rework,O_Cancelled
Application_1000015,11782.1,partner,consumer,2,1,0,0,11.84,0,0,mass-affluent,0.057,10,0,4,validated,O_Refused
Application_1000157,75000.0,branch,mortgage,4,1,0,0,33.31,0,0,high-net-worth,0.063,10,1,8,validated,O_Accepted
Application_1000041,16006.66,web,consumer,3,0,0,0,28.62,0,0,mass-affluent,0.214,9,1,8,returned-for-rework,O_Accepted
Application_1000493,37806.16,branch,consumer,1,1,0,2,53.67,1,0,affluent,0.124,17,1,17,validated,O_Accepted
Application_1000380,14130.03,web,consumer,3,1,0,1,18.21,0,0,mass-affluent,0.08,14,1,16,validated,O_Accepted
Application_1000188,26826.81,web,consumer,3,1,0,1,14.16,0,0,affluent,0.106,7,0,1,validated,O_Accepted
Application_1000764,11631.09,web,mortgage,3,0,0,0,31.51,0,1,mass-affluent,0.123,8,0,3,returned-for-rework,O_Accepted
Application_1000217,51387.35,partner,consumer,2,1,0,0,14.95,0,0,high-net-worth,0.068,12,1,19,validated,O_Accepted
Application_1000792,23218.15,web,SME,2,1,0,0,23.89,0,1,affluent,0.126,10,1,18,validated,O_Refused
Application_1000053,32087.04,web,consumer,1,1,0,0,13.93,0,0,affluent,0.153,11,1,17,validated,O_Accepted
Application_1000879,6211.31,web,mortgage,4,1,0,0,65.87,1,1,mass-affluent,0.226,17,0,6,validated,A_Denied
Application_1000338,12611.6,branch,consumer,3,1,0,0,24.49,0,0,mass-affluent,0.127,4,1,14,validated,O_Accepted
Application_1000749,9817.72,web,mortgage,4,1,0,0,23.59,0,1,mass-affluent,0.228,13,0,2,validated,O_Accepted
Application_1000720,15528.2,web,consumer,2,0,0,1,30.43,0,1,mass-affluent,0.236,8,0,6,returned-for-rework,O_Accepted
Application_1000725,10943.25,web,consumer,1,1,0,0,30.53,0,1,mass-affluent,0.082,8,1,11,validated,O_Cancelled
